Anio,Idestado,Nomestado,Idciclo,Nomcicloproductivo,Idmodalidad,Nommodalidad,Idunidadmedida,Nomunidad,Idcultivo,Nomcultivo,Sembrada,Cosechada,Siniestrada,Volumenproduccion,Rendimiento,Precio,Valorproduccion
2020,16,Michoacán,1,Otoño-Invierno,1,Riego,200201,Tonelada,5900000,Cebada forrajera en verde,8.96,8.96,0,224.45,25.05,763.33,171329.42
2020,16,Michoacán,1,Otoño-Invierno,1,Riego,200201,Tonelada,6050000,Chayote,8.78,8.78,0,289.47,32.97,4513.33,1306473.64
2020,16,Michoacán,1,Otoño-Invierno,1,Riego,200201,Tonelada,6070000,Chícharo,96.7,96.7,0,698.67,7.23,5187.85,3624595.16
2020,16,Michoacán,1,Otoño-Invierno,1,Riego,200201,Tonelada,6190000,Cilantro,115.17,115.17,0,1872.66,16.26,3712.45,6952156.62
2020,16,Michoacán,1,Otoño-Invierno,1,Riego,200201,Tonelada,6310000,Col (repollo),292.74,292.74,0,10127.41,34.6,2828.41,28644467.72
2020,16,Michoacán,1,Otoño-Invierno,1,Riego,200201,Tonelada,6540000,Ebo (janamargo o veza),1796.87,1796.87,0,20869,11.61,829.84,17317930.96
2020,16,Michoacán,1,Otoño-Invierno,1,Riego,200201,Tonelada,6600000,Ejote,138.23,138.23,0,1882.79,13.62,6256.44,11779562.67
2020,16,Michoacán,1,Otoño-Invierno,1,Riego,200201,Tonelada,6670000,Espinaca,11.77,11.77,0,241.1,20.48,5338,1286991.8
2020,16,Michoacán,1,Otoño-Invierno,1,Riego,200201,Tonelada,6890000,Garbanzo forrajero,134.3,134.3,0,343.82,2.56,952.6,327522.93
2020,16,Michoacán,1,Otoño-Invierno,1,Riego,200201,Tonelada,7100000,Haba grano,84.04,84.04,0,141.21,1.68,4950,698989.5
2020,16,Michoacán,1,Otoño-Invierno,1,Riego,200201,Tonelada,7110000,Haba verde,548.75,548.75,0,3829.32,6.98,4056.49,15533598.29
2020,16,Michoacán,1,Otoño-Invierno,1,Riego,200201,Tonelada,7240000,Jícama,100.47,100.47,0,2124.11,21.14,4371.16,9284824.67
2020,16,Michoacán,1,Otoño-Invierno,1,Riego,200201,Tonelada,7350000,Lenteja,491.63,491.63,0,544.25,1.11,12569.47,6840934.05
2020,16,Michoacán,1,Otoño-Invierno,1,Riego,200201,Tonelada,7500000,Semilla de maíz grano,181.59,181.59,0,692.83,3.82,13103.07,9078199.99
2020,16,Michoacán,1,Otoño-Invierno,1,Riego,200201,Tonelada,7780000,Nabo,8.37,8.37,0,121.17,14.48,4186.3,507253.97
2020,16,Michoacán,1,Otoño-Invierno,1,Riego,200201,Tonelada,8490000,Rábano,29.28,29.28,0,647.09,22.1,3915.17,2533467.36
2020,16,Michoacán,1,Otoño-Invierno,1,Riego,200201,Tonelada,8770000,Sorgo escobero,181.95,181.95,0,892.05,4.9,4140.1,3693176.21
2020,16,Michoacán,1,Otoño-Invierno,1,Riego,200201,Tonelada,8820000,Semilla de sorgo grano,18.67,18.67,0,80.84,4.33,11876.92,960130.21
2020,16,Michoacán,1,Otoño-Invierno,1,Riego,200201,Tonelada,9060000,Semilla de trigo grano,945.87,945.87,0,4964.48,5.25,9194.82,45647499.99
2020,16,Michoacán,1,Otoño-Invierno,1,Riego,200201,Tonelada,15050000,Pastos y praderas,131.82,131.82,0,3480.17,26.4,940.51,3273134.69
2020,16,Michoacán,1,Otoño-Invierno,2,Temporal,200201,Tonelada,6540000,Ebo (janamargo o veza),4655.12,4655.12,0,48267.28,10.37,865.95,41797051.12
2020,16,Michoacán,1,Otoño-Invierno,2,Temporal,200201,Tonelada,6890000,Garbanzo forrajero,264.81,264.81,0,842.83,3.18,1057.68,891444.43
2020,16,Michoacán,1,Otoño-Invierno,2,Temporal,200201,Tonelada,7100000,Haba grano,87.76,87.76,0,124.92,1.42,5281.57,659773.72
2020,16,Michoacán,1,Otoño-Invierno,2,Temporal,200201,Tonelada,7110000,Haba verde,47,47,0,219.25,4.66,3605.27,790455.45
2020,16,Michoacán,1,Otoño-Invierno,2,Temporal,200201,Tonelada,7350000,Lenteja,8022.35,8022.35,0,8722.5,1.09,10045.09,87618297.53
2020,16,Michoacán,1,Otoño-Invierno,2,Temporal,200201,Tonelada,15050000,Pastos y praderas,4.93,4.93,0,170.32,34.55,903,153798.96
2020,16,Michoacán,2,Primavera-Verano,1,Riego,200201,Tonelada,5640000,Betabel,14,14,0,273.51,19.54,4125.96,1128491.32
2020,16,Michoacán,2,Primavera-Verano,1,Riego,200201,Tonelada,5690000,Cacahuate,7.85,7.85,0,25.37,3.23,11786.67,299027.82
2020,16,Michoacán,2,Primavera-Verano,1,Riego,200201,Tonelada,5760000,Calabaza,216.95,216.95,0,4138.61,19.08,6093.21,25217419.84
2020,16,Michoacán,2,Primavera-Verano,1,Riego,200201,Tonelada,5790000,Camote,822.5,822.5,0,17844.96,21.7,5192.42,92658527.2
2020,16,Michoacán,2,Primavera-Verano,1,Riego,200201,Tonelada,6050000,Chayote,255.42,255.42,0,20459.94,80.1,2549.74,52167527.42
2020,16,Michoacán,2,Primavera-Verano,1,Riego,200201,Tonelada,6070000,Chícharo,57.69,57.69,0,344.41,5.97,5254.29,1809630.02
2020,16,Michoacán,2,Primavera-Verano,1,Riego,200201,Tonelada,6190000,Cilantro,62.86,62.86,0,1143.8,18.2,2377.09,2718915.54
2020,16,Michoacán,2,Primavera-Verano,1,Riego,200201,Tonelada,6310000,Col (repollo),260.13,260.13,0,7487.22,28.78,2865.89,21457548.93
2020,16,Michoacán,2,Primavera-Verano,1,Riego,200201,Tonelada,6600000,Ejote,14.63,14.63,0,155.11,10.6,7333.33,1137472.82
2020,16,Michoacán,2,Primavera-Verano,1,Riego,200201,Tonelada,7110000,Haba verde,89.46,89.46,0,678.23,7.58,4036.6,2737743.22
2020,16,Michoacán,2,Primavera-Verano,1,Riego,200201,Tonelada,7220000,Jamaica,19.7,19.7,0,17.72,0.9,44955,796602.6
2020,16,Michoacán,2,Primavera-Verano,1,Riego,200201,Tonelada,7240000,Jícama,46.76,46.76,0,1184.94,25.34,3785.41,4485483.73
2020,16,Michoacán,2,Primavera-Verano,1,Riego,200201,Tonelada,7500000,Semilla de maíz grano,351.87,351.87,0,2250.27,6.4,12339.11,27766329.06
2020,16,Michoacán,2,Primavera-Verano,1,Riego,200201,Tonelada,8490000,Rábano,25.25,25.25,0,360.85,14.29,4007.65,1446160.5
2020,16,Michoacán,2,Primavera-Verano,1,Riego,200201,Tonelada,8820000,Semilla de sorgo grano,91.83,91.83,0,329.48,3.59,11315,3728066.2
2020,16,Michoacán,2,Primavera-Verano,1,Riego,200201,Tonelada,9212000,Yuca alimenticia,43.32,43.32,0,1639.55,37.85,2775.6,4550734.98
2020,16,Michoacán,2,Primavera-Verano,1,Riego,200201,Tonelada,15050000,Pastos y praderas,117.57,117.57,0,5095.64,43.34,966.53,4925088.93
2020,16,Michoacán,2,Primavera-Verano,1,Riego,200203,Gruesa,1508000,Flor lisianthus,3,3,0,6450,2150,32,206400
2020,16,Michoacán,2,Primavera-Verano,1,Riego,200205,Manojo,7570000,Mano de león,20.28,20.28,0,69528.49,3428.43,42.33,2943372.62
2020,16,Michoacán,2,Primavera-Verano,1,Riego,200205,Manojo,7930000,Nube,48.11,48.11,0,277607.37,5770.26,31.93,8864936.79
2020,16,Michoacán,2,Primavera-Verano,2,Temporal,200201,Tonelada,5690000,Cacahuate,815.34,815.34,0,1563.45,1.92,18895.26,29541794.25
2020,16,Michoacán,2,Primavera-Verano,2,Temporal,200201,Tonelada,5760000,Calabaza,33.61,33.61,0,879.03,26.15,3760,3305152.8
2020,16,Michoacán,2,Primavera-Verano,2,Temporal,200201,Tonelada,5770000,Calabaza semilla o chihua,82.48,82.48,0,40.76,0.49,27913.77,1137765.27
2020,16,Michoacán,2,Primavera-Verano,2,Temporal,200201,Tonelada,5790000,Camote,44.08,44.08,0,1034.76,23.47,4636.52,4797685.44
2020,16,Michoacán,2,Primavera-Verano,2,Temporal,200201,Tonelada,5900000,Cebada forrajera en verde,197.01,197.01,0,2241.31,11.38,946.08,2120458.56
2020,16,Michoacán,2,Primavera-Verano,2,Temporal,200201,Tonelada,6050000,Chayote,28.87,28.87,0,2157.14,74.72,1951.61,4209896
2020,16,Michoacán,2,Primavera-Verano,2,Temporal,200201,Tonelada,6070000,Chícharo,6.16,6.16,0,33.62,5.46,6543.42,219989.78
2020,16,Michoacán,2,Primavera-Verano,2,Temporal,200201,Tonelada,6190000,Cilantro,6.72,6.72,0,119.61,17.8,1860,222474.6
2020,16,Michoacán,2,Primavera-Verano,2,Temporal,200201,Tonelada,6310000,Col (repollo),125.49,125.49,0,4577.05,36.47,2603.24,11915159.64
2020,16,Michoacán,2,Primavera-Verano,2,Temporal,200201,Tonelada,6540000,Ebo (janamargo o veza),54.53,54.53,0,462.45,8.48,776.67,359171.04
2020,16,Michoacán,2,Primavera-Verano,2,Temporal,200201,Tonelada,6600000,Ejote,58.34,46.34,12,278.02,6,7057.4,1962098.35
2020,16,Michoacán,2,Primavera-Verano,2,Temporal,200201,Tonelada,6890000,Garbanzo forrajero,89.64,89.64,0,576.78,6.43,914.28,527338.42
2020,16,Michoacán,2,Primavera-Verano,2,Temporal,200201,Tonelada,6940000,Girasol,7.85,7.85,0,15.51,1.98,7050,109345.5
2020,16,Michoacán,2,Primavera-Verano,2,Temporal,200201,Tonelada,7100000,Haba grano,249.14,249.14,0,364.45,1.46,6076.56,2214602.29
2020,16,Michoacán,2,Primavera-Verano,2,Temporal,200201,Tonelada,7110000,Haba verde,286.87,286.87,0,1661.63,5.79,4275.53,7104348.91
2020,16,Michoacán,2,Primavera-Verano,2,Temporal,200201,Tonelada,7220000,Jamaica,1795.59,1710.59,85,946.85,0.55,68923.06,65259799.36
2020,16,Michoacán,2,Primavera-Verano,2,Temporal,200201,Tonelada,7240000,Jícama,393.48,393.48,0,8397.05,21.34,7027.13,59007161.97
2020,16,Michoacán,2,Primavera-Verano,2,Temporal,200201,Tonelada,7500000,Semilla de maíz grano,129.64,129.64,0,727.82,5.61,12658.16,9212862.01
2020,16,Michoacán,2,Primavera-Verano,2,Temporal,200201,Tonelada,8490000,Rábano,8.12,8.12,0,135.86,16.73,4138.55,562263.4
2020,16,Michoacán,2,Primavera-Verano,2,Temporal,200201,Tonelada,9212000,Yuca alimenticia,63.38,63.38,0,2104.88,33.21,2694.29,5671157.14
2020,16,Michoacán,2,Primavera-Verano,2,Temporal,200201,Tonelada,15050000,Pastos y praderas,3530.01,3530.01,0,47976.12,13.59,772.4,37056755.09
2020,16,Michoacán,2,Primavera-Verano,2,Temporal,200201,Tonelada,15070000,Frijol forrajero,2614.69,2614.69,0,23337.5,8.93,872.32,20357768
2020,16,Michoacán,3,Perennes,1,Riego,200201,Tonelada,5130000,Alcachofa,50.56,50.56,0,716.12,14.16,10988.22,7868884.11
2020,16,Michoacán,3,Perennes,1,Riego,200201,Tonelada,5650000,Arándano,808.49,808.49,0,9757.43,12.07,86035.99,839490149.9
2020,16,Michoacán,3,Perennes,1,Riego,200201,Tonelada,5830000,Semilla de caña de azúcar,390.53,390.53,0,37698.24,96.53,715.25,26963666.16
2020,16,Michoacán,3,Perennes,1,Riego,200201,Tonelada,5850000,Carambolo,28.02,28.02,0,201.93,7.21,6915.76,1396499.42
2020,16,Michoacán,3,Perennes,1,Riego,200201,Tonelada,6160000,Chirimoya,13.08,13.08,0,104.3,7.97,5567.37,580676.69
2020,16,Michoacán,3,Perennes,1,Riego,200201,Tonelada,6220000,Ciruela,258.04,258.04,0,3494.19,13.54,5830.43,20372630.2
2020,16,Michoacán,3,Perennes,1,Riego,200201,Tonelada,6300000,Coco fruta,434.06,434.06,0,4946.79,11.4,2614.41,12932937.24
2020,16,Michoacán,3,Perennes,1,Riego,200201,Tonelada,7050000,Guanábana,405.64,405.64,0,2634.21,6.49,7974.93,21007640.36
2020,16,Michoacán,3,Perennes,1,Riego,200201,Tonelada,7150000,Higo,138.07,138.07,0,1532.55,11.1,22172.78,33980893.99
2020,16,Michoacán,3,Perennes,1,Riego,200201,Tonelada,7210000,Jaca (jackfruit),6.72,6.72,0,43.9,6.53,7060.63,309961.66
2020,16,Michoacán,3,Perennes,1,Riego,200201,Tonelada,7380000,Lima,189.78,189.78,0,1288.73,6.79,4530.49,5838578.38
2020,16,Michoacán,3,Perennes,1,Riego,200201,Tonelada,7420000,Litchi,26.88,26.88,0,214.67,7.99,10123.19,2173145.2
2020,16,Michoacán,3,Perennes,1,Riego,200201,Tonelada,7440000,Macadamia,22.4,22.4,0,142.36,6.36,15682.27,2232527.96
2020,16,Michoacán,3,Perennes,1,Riego,200201,Tonelada,7540000,Mamey,137.04,137.04,0,1209.6,8.83,6102.1,7381100.16
2020,16,Michoacán,3,Perennes,1,Riego,200201,Tonelada,7755000,Moringa,427.93,427.93,0,1277.41,2.99,10041.59,12827227.48
2020,16,Michoacán,3,Perennes,1,Riego,200201,Tonelada,7830000,Nanche,259.46,259.46,0,928.38,3.58,7469.55,6934580.83
2020,16,Michoacán,3,Perennes,1,Riego,200201,Tonelada,7905000,Noni,3.36,3.36,0,12.08,3.6,5264.67,63597.21
2020,16,Michoacán,3,Perennes,1,Riego,200201,Tonelada,8250000,Perón,8.97,8.97,0,59.76,6.66,4319,258103.44
2020,16,Michoacán,3,Perennes,1,Riego,200201,Tonelada,8510000,Rambután,3,0,0,0,0,0,0
2020,16,Michoacán,3,Perennes,1,Riego,200201,Tonelada,8880000,Tamarindo,273.04,273.04,0,1721.82,6.31,7141.08,12295654.37
2020,16,Michoacán,3,Perennes,1,Riego,200201,Tonelada,9010000,Trébol,38.1,38.1,0,1392.13,36.54,828.77,1153755.58
2020,16,Michoacán,3,Perennes,1,Riego,200201,Tonelada,9290000,Zapote,498.38,498.38,0,2270.95,4.56,5301.52,12039486.84
2020,16,Michoacán,3,Perennes,1,Riego,200201,Tonelada,9800000,Stevia,4.48,4.48,0,23.62,5.27,28162.21,665191.4
2020,16,Michoacán,3,Perennes,1,Riego,200201,Tonelada,15050000,Pastos y praderas,13595.87,13595.87,0,444548.04,32.7,500.23,222376266.1
2020,16,Michoacán,3,Perennes,1,Riego,200203,Gruesa,5460000,Ave del paraíso,101.67,101.67,0,43486.91,427.73,379.67,16510885.86
2020,16,Michoacán,3,Perennes,2,Temporal,200201,Tonelada,6160000,Chirimoya,18.3,18.3,0,80.15,4.38,6722.58,538814.79
2020,16,Michoacán,3,Perennes,2,Temporal,200201,Tonelada,6220000,Ciruela,3021.76,3021.76,0,13888.61,4.6,5176.07,71888417.56
2020,16,Michoacán,3,Perennes,2,Temporal,200201,Tonelada,6300000,Coco fruta,3333.18,3333.18,0,27971.33,8.39,2566.33,71783663.32
2020,16,Michoacán,3,Perennes,2,Temporal,200201,Tonelada,7420000,Litchi,21.29,21.29,0,23.15,1.09,16200,375030
2020,16,Michoacán,3,Perennes,2,Temporal,200201,Tonelada,7440000,Macadamia,20.19,20.19,0,60.47,3,16236.25,981806.04
2020,16,Michoacán,3,Perennes,2,Temporal,200201,Tonelada,7690000,Membrillo,2.61,2.61,0,10.13,3.88,7430.62,75272.18
2020,16,Michoacán,3,Perennes,2,Temporal,200201,Tonelada,7755000,Moringa,6.71,6.71,0,5.17,0.77,8349.67,43167.79
2020,16,Michoacán,3,Perennes,2,Temporal,200201,Tonelada,7830000,Nanche,25.05,25.05,0,94.85,3.79,7222.23,685028.52
2020,16,Michoacán,3,Perennes,2,Temporal,200201,Tonelada,8250000,Perón,56.58,56.58,0,618.03,10.92,5674.15,3506794.92
2020,16,Michoacán,3,Perennes,2,Temporal,200201,Tonelada,8350000,Pitaya,6.73,6.73,0,24.22,3.6,15583.16,377424.14
2020,16,Michoacán,3,Perennes,2,Temporal,200201,Tonelada,8880000,Tamarindo,884.03,884.03,0,2831.11,3.2,8220.4,23272856.64
2020,16,Michoacán,3,Perennes,2,Temporal,200201,Tonelada,15050000,Pastos y praderas,80511.49,80432.49,79,883266.62,10.98,629.3,555839684
2020,17,Morelos,1,Otoño-Invierno,1,Riego,200201,Tonelada,5110000,Albahaca,31.31,31.31,0,206.09,6.58,4751.62,979261.37
2020,17,Morelos,1,Otoño-Invierno,1,Riego,200201,Tonelada,5570000,Bangaña,3.17,3.17,0,16.84,5.31,5882.93,99068.54
2020,17,Morelos,1,Otoño-Invierno,1,Riego,200201,Tonelada,5690000,Cacahuate,6.34,6.34,0,11.09,1.75,13283.33,147312.13
2020,17,Morelos,1,Otoño-Invierno,1,Riego,200201,Tonelada,5790000,Camote,24.35,24.35,0,248.61,10.21,5270.77,1310366.13
2020,17,Morelos,1,Otoño-Invierno,1,Riego,200201,Tonelada,6070000,Chícharo,4.49,4.49,0,17.16,3.82,4644.96,79707.51
2020,17,Morelos,1,Otoño-Invierno,1,Riego,200201,Tonelada,6090000,Chilacayote,12.53,12.53,0,138.7,11.07,4361.52,604942.82
2020,17,Morelos,1,Otoño-Invierno,1,Riego,200201,Tonelada,6190000,Cilantro,30.62,30.62,0,495.22,16.17,4447.1,2202292.86
2020,17,Morelos,1,Otoño-Invierno,1,Riego,200201,Tonelada,6600000,Ejote,1729.31,1729.31,0,16631.51,9.62,8783.1,146076215.5
2020,17,Morelos,1,Otoño-Invierno,1,Riego,200201,Tonelada,6660000,Especias y medicinales,22.13,22.13,0,120.07,5.43,6104.67,732987.73
2020,17,Morelos,1,Otoño-Invierno,1,Riego,200201,Tonelada,7240000,Jícama,28.31,28.31,0,763.14,26.96,3597.81,2745632.72
2020,17,Morelos,1,Otoño-Invierno,1,Riego,200201,Tonelada,7980000,Okra (angú o gombo),379.55,379.55,0,4318.07,11.38,5063.37,21863986.1
2020,17,Morelos,1,Otoño-Invierno,1,Riego,200201,Tonelada,8490000,Rábano,4.59,4.59,0,109.71,23.9,8045.43,882664.13
2020,17,Morelos,1,Otoño-Invierno,1,Riego,200201,Tonelada,9170000,Verdolaga,100.07,100.07,0,1510.42,15.09,3656.11,5522261.67
2020,17,Morelos,1,Otoño-Invierno,1,Riego,200201,Tonelada,9212000,Yuca alimenticia,67.68,67.68,0,748.57,11.06,3198.62,2394390.97
2020,17,Morelos,1,Otoño-Invierno,1,Riego,200203,Gruesa,7860000,Nardo,36.83,36.83,0,44166.88,1199.21,189.96,8390134.95
2020,17,Morelos,1,Otoño-Invierno,1,Riego,200203,Gruesa,8400000,Polar,6.77,6.77,0,9261.31,1367.99,124.42,1152323.2
2020,17,Morelos,1,Otoño-Invierno,1,Riego,200217,Metro cuadrado,8150000,Pasto tapete,70.17,70.17,0,680585.45,9699.09,26.36,17939747
2020,17,Morelos,2,Primavera-Verano,1,Riego,200201,Tonelada,5110000,Albahaca,22.66,22.66,0,154.52,6.82,5924.57,915464.56
2020,17,Morelos,2,Primavera-Verano,1,Riego,200201,Tonelada,5570000,Bangaña,2.54,2.54,0,26.61,10.48,4800.12,127731.19
2020,17,Morelos,2,Primavera-Verano,1,Riego,200201,Tonelada,5690000,Cacahuate,208.84,208.84,0,483.03,2.31,19126.03,9238446.27
2020,17,Morelos,2,Primavera-Verano,1,Riego,200201,Tonelada,5790000,Camote,8.96,8.96,0,100.71,11.24,5786.05,582713.1
2020,17,Morelos,2,Primavera-Verano,1,Riego,200201,Tonelada,6070000,Chícharo,7,7,0,27.34,3.91,7967.04,217818.87
2020,17,Morelos,2,Primavera-Verano,1,Riego,200201,Tonelada,6090000,Chilacayote,10.64,10.64,0,129.42,12.16,3519.36,455475.57
2020,17,Morelos,2,Primavera-Verano,1,Riego,200201,Tonelada,6190000,Cilantro,43.58,43.58,0,685.8,15.74,5573.89,3822573.76
2020,17,Morelos,2,Primavera-Verano,1,Riego,200201,Tonelada,6600000,Ejote,1181.27,1180.27,1,12179.47,10.32,8569.4,104370750.2
2020,17,Morelos,2,Primavera-Verano,1,Riego,200201,Tonelada,6660000,Especias y medicinales,101.41,101.41,0,614.46,6.06,5102.18,3135085.52
2020,17,Morelos,2,Primavera-Verano,1,Riego,200201,Tonelada,7220000,Jamaica,34.7,34.7,0,33.27,0.96,45788.27,1523375.74
2020,17,Morelos,2,Primavera-Verano,1,Riego,200201,Tonelada,7240000,Jícama,942.02,942.02,0,28948.54,30.73,5075.53,146929183.2
2020,17,Morelos,2,Primavera-Verano,1,Riego,200201,Tonelada,7980000,Okra (angú o gombo),58.1,58.1,0,667.28,11.49,5102.15,3404562.65
2020,17,Morelos,2,Primavera-Verano,1,Riego,200201,Tonelada,8120000,Pápalo,79.79,79.79,0,1209.87,15.16,2881.23,3485913.74
2020,17,Morelos,2,Primavera-Verano,1,Riego,200201,Tonelada,8490000,Rábano,13.26,13.26,0,261.57,19.73,6743.91,1764004.54
2020,17,Morelos,2,Primavera-Verano,1,Riego,200201,Tonelada,9170000,Verdolaga,117.62,117.62,0,1542.74,13.12,3581.95,5526017.54
2020,17,Morelos,2,Primavera-Verano,1,Riego,200201,Tonelada,9212000,Yuca alimenticia,87.74,87.74,0,1281.82,14.61,4413.48,5657286.93
2020,17,Morelos,2,Primavera-Verano,1,Riego,200203,Gruesa,5030000,Agapando,2.9,2.9,0,1841.5,635,285.73,526171.8
2020,17,Morelos,2,Primavera-Verano,1,Riego,200203,Gruesa,7860000,Nardo,142.4,142.4,0,162316.67,1139.86,216.4,35125515.7
2020,17,Morelos,2,Primavera-Verano,1,Riego,200217,Metro cuadrado,8150000,Pasto tapete,112.5,112.5,0,1103767.76,9811.27,25.99,28691275.76
2020,17,Morelos,2,Primavera-Verano,2,Temporal,200201,Tonelada,5690000,Cacahuate,831.71,831.71,0,1545.53,1.86,14768.7,22825468.91
2020,17,Morelos,2,Primavera-Verano,2,Temporal,200201,Tonelada,5770000,Calabaza semilla o chihua,29.04,29.04,0,39.33,1.35,25252.19,993168.63
2020,17,Morelos,2,Primavera-Verano,2,Temporal,200201,Tonelada,5790000,Camote,93.02,93.02,0,869.83,9.35,5593.55,4865437.6
2020,17,Morelos,2,Primavera-Verano,2,Temporal,200201,Tonelada,6070000,Chícharo,7,7,0,24.99,3.57,7208.64,180143.91
2020,17,Morelos,2,Primavera-Verano,2,Temporal,200201,Tonelada,6090000,Chilacayote,39.62,39.62,0,450.77,11.38,3491.16,1573710.19
2020,17,Morelos,2,Primavera-Verano,2,Temporal,200201,Tonelada,6310000,Col (repollo),3.92,3.92,0,42.26,10.78,3345.15,141366.04
2020,17,Morelos,2,Primavera-Verano,2,Temporal,200201,Tonelada,6540000,Ebo (janamargo o veza),290.07,290.07,0,2058.59,7.1,858.74,1767793.58
2020,17,Morelos,2,Primavera-Verano,2,Temporal,200201,Tonelada,6600000,Ejote,201.68,201.68,0,1706.43,8.46,7890,13463732.7
2020,17,Morelos,2,Primavera-Verano,2,Temporal,200201,Tonelada,7100000,Haba grano,76.33,76.33,0,256.53,3.36,8450.2,2167729.81
2020,17,Morelos,2,Primavera-Verano,2,Temporal,200201,Tonelada,7110000,Haba verde,66.21,66.21,0,405.74,6.13,4761.6,1931971.58
2020,17,Morelos,2,Primavera-Verano,2,Temporal,200201,Tonelada,7590000,Manzanilla,20.17,20.17,0,89.71,4.45,7787.5,698616.63
2020,17,Morelos,2,Primavera-Verano,2,Temporal,200201,Tonelada,8490000,Rábano,4.74,4.74,0,118.93,25.09,8070.66,959843.59
2020,17,Morelos,2,Primavera-Verano,2,Temporal,200201,Tonelada,9212000,Yuca alimenticia,10.46,10.46,0,128.17,12.25,3949.53,506211.26
2020,17,Morelos,3,Perennes,1,Riego,200201,Tonelada,5730000,Caimito,1.83,1.83,0,12.66,6.92,3978.38,50366.29
2020,17,Morelos,3,Perennes,1,Riego,200201,Tonelada,5830000,Semilla de caña de azúcar,688.32,688.32,0,78806.18,114.49,956.82,75403329.15
2020,17,Morelos,3,Perennes,1,Riego,200201,Tonelada,5850000,Carambolo,12.33,12.33,0,174.62,14.16,6825.8,1191921.2
2020,17,Morelos,3,Perennes,1,Riego,200201,Tonelada,6160000,Chirimoya,2.24,2.24,0,13.73,6.13,6550,89931.5
2020,17,Morelos,3,Perennes,1,Riego,200201,Tonelada,6220000,Ciruela,32.16,32.16,0,225.72,7.02,2702.47,610001.53
2020,17,Morelos,3,Perennes,1,Riego,200201,Tonelada,7020000,Guaje,558.83,558.83,0,8103.13,14.5,3970.54,32173801.79
2020,17,Morelos,3,Perennes,1,Riego,200201,Tonelada,7050000,Guanábana,2.58,2.58,0,31.08,12.05,14382.36,447003.75
2020,17,Morelos,3,Perennes,1,Riego,200201,Tonelada,7150000,Higo,457.86,457.86,0,3050.28,6.66,27222.19,83035301.71
2020,17,Morelos,3,Perennes,1,Riego,200201,Tonelada,7420000,Litchi,7.47,7.47,0,45.86,6.14,6883.23,315664.93
2020,17,Morelos,3,Perennes,1,Riego,200201,Tonelada,7540000,Mamey,26.1,26.1,0,319.39,12.24,7063.36,2255966.55
2020,17,Morelos,3,Perennes,1,Riego,200201,Tonelada,7690000,Membrillo,5.6,5.6,0,29.68,5.3,10973.22,325685.17
2020,17,Morelos,3,Perennes,1,Riego,200201,Tonelada,7830000,Nanche,43.19,43.19,0,273.22,6.33,3976.46,1086448.4
2020,17,Morelos,3,Perennes,1,Riego,200201,Tonelada,8680000,Sábila,82.94,82.94,0,4392.72,52.96,2627.49,11541827.87
2020,17,Morelos,3,Perennes,1,Riego,200201,Tonelada,8880000,Tamarindo,29,29,0,98.62,3.4,4288.72,422953.57
2020,17,Morelos,3,Perennes,1,Riego,200201,Tonelada,9290000,Zapote,31.77,31.77,0,354.56,11.16,4945.58,1753504.84
2020,17,Morelos,3,Perennes,1,Riego,200201,Tonelada,9500000,Jatropha,20.15,20.15,0,73.09,3.63,3042.66,222388.02
2020,17,Morelos,3,Perennes,1,Riego,200201,Tonelada,15050000,Pastos y praderas,17.71,17.71,0,248.7,14.04,677.23,168427.1
2020,17,Morelos,3,Perennes,2,Temporal,200201,Tonelada,6160000,Chirimoya,10.45,10.45,0,90.83,8.69,6452.77,586105.1
2020,17,Morelos,3,Perennes,2,Temporal,200201,Tonelada,6220000,Ciruela,459.04,457.04,2,2873.13,6.29,4723.14,13570195.23
2020,17,Morelos,3,Perennes,2,Temporal,200201,Tonelada,7150000,Higo,218.31,218.31,0,1225.65,5.61,13339,16348945.35
2020,17,Morelos,3,Perennes,2,Temporal,200201,Tonelada,7830000,Nanche,3.36,3.36,0,23.26,6.92,5000,116300
2020,17,Morelos,3,Perennes,2,Temporal,200201,Tonelada,8350000,Pitaya,16.51,16.51,0,96.27,5.83,10907.03,1050019.78
2020,17,Morelos,3,Perennes,2,Temporal,200201,Tonelada,9500000,Jatropha,475.73,475.73,0,1401.27,2.95,3292.02,4613008.87
2020,17,Morelos,3,Perennes,2,Temporal,200201,Tonelada,15050000,Pastos y praderas,1914.58,1914.58,0,26550.72,13.87,599.57,15919015.19
2020,17,Morelos,3,Perennes,2,Temporal,200203,Gruesa,5030000,Agapando,4,4,0,863.33,215.83,227.47,196379.56
2020,18,Nayarit,1,Otoño-Invierno,1,Riego,200201,Tonelada,5110000,Albahaca,27.26,27.26,0,219.31,8.05,13860.22,3039684.85
2020,18,Nayarit,1,Otoño-Invierno,1,Riego,200201,Tonelada,5560000,Baby back choi,12.7,12.7,0,107.06,8.43,7553.93,808723.75
2020,18,Nayarit,1,Otoño-Invierno,1,Riego,200201,Tonelada,5690000,Cacahuate,2.52,2.52,0,6.81,2.7,19425,132284.25
2020,18,Nayarit,1,Otoño-Invierno,1,Riego,200201,Tonelada,5760000,Calabaza,14.57,14.57,0,235.29,16.15,6007.36,1413471.73
2020,18,Nayarit,1,Otoño-Invierno,1,Riego,200201,Tonelada,5790000,Camote,35.22,25.22,10,366.17,14.52,4196.32,1536566.49
